in individual
loaded all graphs
Implication, Type Errors Model,Def/Use Model,Errors Model,NestedIfDefModel Errors Model,Parsing Errors Model,
__UCLIBC_HAS_GETTEXT_AWARENESS__ => __UCLIBC_HAS_WCHAR__,0,0,0,0,0,
__UCLIBC_HAS_ERRNO_MESSAGES__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__ARCH_USE_MMU__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__CONFIG_H8S__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_STDIO_FUTEXES__,0,0,0,0,0,
__ARCH_WANTS_BIG_ENDIAN__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_TZ_FILE__,0,0,0,0,0,
__TARGET_bfin__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __ARCH_HAS_NO_SHARED__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_v850__,0,0,0,0,0,
__UCLIBC_SUSV3_LEGACY_MACROS__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_FLOATS__,0,0,0,0,0,
__ARCH_ANY_ENDIAN__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_TMS320C64X__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__ARCH_HAS_NO_SHARED__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_STDIO_BUFSIZ_NONE__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_FULL_RPC__ => __UCLIBC_HAS_RPC__,0,0,0,0,0,
__CONFIG_MIPS_ISA_MIPS32R2__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_cris__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__CONFIG_GENERIC_C6X__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_SUSV3_LEGACY_MACROS__,0,0,0,0,0,
__MALLOC_STANDARD__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__HAVE_NO_SSP__ => __ARCH_HAS_NO_LDSO__,0,0,0,0,0,
__UCLIBC_HAS_GNU_GLOB__ => __UCLIBC_HAS_GLOB__,0,0,0,0,0,
__CONFIG_GENERIC_C6X__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__CONFIG_WINCHIPC6__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__CONFIG_CYRIXIII__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__TARGET_alpha__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_PENTIUMII__,0,0,0,0,0,
__UCLIBC_FORMAT_DSBT_ELF__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_HAS_RESOLVER_SUPPORT__ => __UCLIBC_HAS_SOCKET__,0,1,0,0,0,
__UNIX98PTY_ONLY__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __LINUXTHREADS_OLD__,0,0,0,0,0,
__KERNEL_HEADERS__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_cris__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_STRING_GENERIC_OPT__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_FENV__,0,0,0,0,0,
__HAVE_NO_SSP__ => __ARCH_BIG_ENDIAN__,0,0,0,0,0,
__DOASSERTS__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_486__,0,0,0,0,0,
__CONFIG_ARM_EABI__ => __TARGET_arm__,0,0,0,0,0,
__SUPPORT_LD_DEBUG__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_BSD_RES_CLOSE__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_MIPS_O32_ABI__,0,0,0,0,0,
__TARGET_vax__ => __ARCH_HAS_NO_SHARED__,0,0,0,0,0,
__CONFIG_SH2A__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __PROPOLICE_BLOCK_SEGV__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_FORMAT_FDPIC_ELF__,0,0,0,0,0,
__TARGET_m68k__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_alpha__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__UCLIBC_HAS___PROGNAME__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_BUILD_NOW__,0,0,0,0,0,
__UCLIBC_HAS_SYSLOG__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_h8300__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_586MMX__ => __TARGET_i386__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_STRICT_HEADERS__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_BSD_SPECIFIC__,0,0,0,0,0,
__TARGET_arm__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_MIPS_ISA_MIPS32__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_HAS_LFS__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_FORMAT_SHARED_FLAT__,0,0,0,0,0,
__TARGET_x86_64__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_SH2__,0,0,0,0,0,
__UCLIBC_HAS_STDIO_BUFSIZ_1024__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_WORDEXP__ => __UCLIBC_HAS_FNMATCH__,0,0,0,0,0,
__LINKRELAX__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__LDSO_NO_CLEANUP__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_ia64__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_SPARC_V7__,0,0,0,0,0,
__TARGET_cris__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_CTYPE_TABLES__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_THREADS_NATIVE__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_FDPIC_ELF__ => __DOPIC__,0,0,0,0,0,
__UCLIBC_FORMAT_SHARED_FLAT__ => __ARCH_HAS_NO_LDSO__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __LDSO_CACHE_SUPPORT__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_ia64__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_TLS__,0,0,0,0,0,
__UCLIBC_LINUX_MODULE_26__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__ARCH_HAS_NO_MMU__ => __UCLIBC_UCLINUX_BROKEN_MUNMAP__,0,0,0,0,0,
__UCLIBC_HAS_GLIBC_CUSTOM_PRINTF__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_AVR32_AP7__ => __TARGET_avr32__,0,0,0,0,0,
__ARCH_WANTS_BIG_ENDIAN__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_NFTW__,0,0,0,0,0,
__TARGET_cris__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__UCLIBC_HAS_CRYPT_IMPL__ => __UCLIBC_HAS_CRYPT__,0,0,0,0,0,
__LDSO_PRELOAD_ENV_SUPPORT__ => __HAVE_SHARED__,0,0,0,0,0,
__CONFIG_E500__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_STDIO_BUFSIZ_1024__,0,0,0,0,0,
__TARGET_sh64__ => __CONFIG_SH5__,0,0,0,0,0,
__CONFIG_MIPS_ISA_MIPS32R2__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__CONFIG_686__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_PROGRAM_INVOCATION_NAME__,0,0,0,0,0,
__HAVE_NO_SSP__ => __TARGET_hppa__,0,0,0,0,0,
__LINKRELAX__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__TARGET_sh__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_HAS_FTW__ => __UCLIBC_SUSV4_LEGACY__,0,0,0,0,0,
__TARGET_hppa__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__CONFIG_MIPS_ISA_MIPS32R2__ => __TARGET_mips__,0,0,0,0,0,
__TARGET_sh64__ => __UCLIBC_HAS_LFS__,0,0,0,0,0,
__CONFIG_MIPS_N32_ABI__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__CONFIG_GENERIC_386__ => __TARGET_i386__,0,0,0,0,0,
__PTHREADS_DEBUG_SUPPORT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_CRUSOE__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__UCLIBC_HAS_PROGRAM_INVOCATION_NAME__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__LINKRELAX__ => __TARGET_avr32__,0,0,0,0,0,
__COMPILE_IN_THUMB_MODE__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_sh__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_frv__ => __UCLIBC_HAS_FPU__,0,0,0,0,0,
__CONFIG_SH4__ => __ARCH_HAS_BWD_MEMCPY__,0,0,0,0,0,
__CONFIG_SPARC_V8__ => __TARGET_sparc__,0,0,0,0,0,
__CONFIG_SPARC_V9B__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__CONFIG_H8S__ => __ARCH_HAS_NO_MMU__,0,0,0,0,0,
__HAS_NO_THREADS__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __PROPOLICE_BLOCK_ABRT__,0,0,0,0,0,
__MULTILIB_DIR__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_SCANF_LENIENT_DIGIT_GROUPING__,0,0,0,0,0,
__UCLIBC_HAS_FNMATCH__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_TZ_FILE_READ_MANY__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_SCANF_LENIENT_DIGIT_GROUPING__ => __UCLIBC_HAS_CTYPE_TABLES__,0,0,0,0,0,
__ARCH_LITTLE_ENDIAN__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_SOFT_FLOAT__ => __UCLIBC_HAS_FLOATS__,0,0,0,0,0,
__TARGET_nios2__ => __HAVE_NO_PIC__,0,0,0,0,0,
__UCLIBC_BUILD_ALL_LOCALE__ => __UCLIBC_HAS_LOCALE__,0,0,0,0,0,
__CONFIG_CRIS__ => __TARGET_cris__,0,0,0,0,0,
__CONFIG_WINCHIP2__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_c6x__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_ARM_EABI__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_REGEX_OLD__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_HEXADECIMAL_FLOATS__ => __UCLIBC_HAS_FLOATS__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __EXTRA_WARNINGS__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_powerpc__,0,0,0,0,0,
__CONFIG_GENERIC_C6X__ => __TARGET_c6x__,0,0,0,0,0,
__LINUXTHREADS_OLD__ => __UCLIBC_HAS_REALTIME__,1,0,0,0,0,
__CONFIG_SH2A__ => __ARCH_HAS_NO_SHARED__,0,0,0,0,0,
__TARGET_hppa__ => __HAVE_NO_SSP__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_BUILD_MINIMAL_LOCALE__,0,0,0,0,0,
__UCLIBC_HAS_CTYPE_CHECKED__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __ARCH_BIG_ENDIAN__,0,0,0,0,0,
__UCLIBC_HAS_STDIO_SHUTDOWN_ON_ABORT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_powerpc__ => __ARCH_BIG_ENDIAN__,0,0,0,0,0,
__UCLIBC_BUILD_PIE__ => __HAVE_SHARED__,0,0,0,0,0,
__UCLIBC_HAS_IPV4__ => __UCLIBC_HAS_SOCKET__,0,1,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_GETOPT_LONG__,0,0,0,0,0,
__UCLIBC_BUILD_PIE__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_NEHEMIAH__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_DSBT_ELF__ => __TARGET_c6x__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_686__,0,0,0,0,0,
__UCLIBC_HAS_BSD_ERR__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_i960__ => __UCLIBC_UCLINUX_BROKEN_MUNMAP__,0,0,0,0,0,
__TARGET_mips__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__CONFIG_CYRIXIII__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_GLIBC_DIGIT_GROUPING__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __MALLOC_GLIBC_COMPAT__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __DO_C99_MATH__,0,0,0,0,0,
__LINKRELAX__ => __FORCE_SHAREABLE_TEXT_SEGMENTS__,0,0,0,0,0,
__CONFIG_NEHEMIAH__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__CONFIG_MIPS_N64_ABI__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__UCLIBC_HAS_EXTRA_COMPAT_RES_STATE__ => __UCLIBC_HAS_NETWORK_SUPPORT__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_i386__,0,0,0,0,0,
__TARGET_h8300__ => __ARCH_HAS_NO_MMU__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_LIBUTIL__,0,0,0,0,0,
__CONFIG_MIPS_ISA_4__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_SYS_SIGLIST__,0,0,0,0,0,
__TARGET_i960__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_WINCHIPC6__,0,0,0,0,0,
__UCLIBC_HAS_CRYPT_STUB__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_PENTIUMIII__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_H8300H__,0,0,0,0,0,
__UCLIBC_HAS_OBSOLETE_SYSV_SIGNAL__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_sparc__ => __ARCH_BIG_ENDIAN__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_mips__,0,0,0,0,0,
__ARCH_HAS_BWD_MEMCPY__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__TARGET_nios__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_NETWORK_SUPPORT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_STDIO_BUFSIZ_256__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_IPV6__ => __UCLIBC_HAS_SOCKET__,0,1,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_EXTRA_COMPAT_RES_STATE__,0,0,0,0,0,
__ARCH_HAS_MMU__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_ERRNO_MESSAGES__,0,0,0,0,0,
__UNIX98PTY_ONLY__ => __UCLIBC_HAS_PTY__,0,0,0,0,0,
__UCLIBC_DOWNLOAD_PREGENERATED_LOCALE_DATA__ => __UCLIBC_HAS_CTYPE_TABLES__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_CRIS__,0,0,0,0,0,
__LDSO_RUNPATH__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_386__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_MIPS_N32_ABI__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_BUILD_RELRO__,0,0,0,0,0,
__UCLIBC_DOWNLOAD_PREGENERATED_LOCALE_DATA__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__HAVE_NO_PIC__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_nios2__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__UCLIBC_BUILD_NOW__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_MIPS_ISA_3__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_THREADS_NATIVE__,0,0,0,0,0,
__UCLIBC_HAS_LOCALE__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_PREGENERATED_LOCALE_DATA__ => __UCLIBC_HAS_WCHAR__,0,0,0,0,0,
__CONFIG_AVR32_AP7__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_alpha__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_STDIO_BUFSIZ_NONE__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_MIPS_ISA_MIPS32R2__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_STDIO_AUTO_RW_TRANSITION__,0,0,0,0,0,
__CONFIG_SH3__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_GLIBC_CUSTOM_STREAMS__,0,0,0,0,0,
__LINUXTHREADS_NEW__ => __UCLIBC_HAS_THREADS__,1,0,0,0,0,
__UCLIBC_HAS_SYS_ERRLIST__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_ELAN__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__DOMULTI__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_FLAT_SEP_DATA__ => __ARCH_HAS_NO_LDSO__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __ARCH_HAS_BWD_MEMCPY__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __HAS_NO_THREADS__,0,0,0,0,0,
__UCLIBC_HAS_WORDEXP__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_EXTRA_CFLAGS__,0,0,0,0,0,
__TARGET_frv__ => __UCLIBC_UCLINUX_BROKEN_MUNMAP__,0,0,0,0,0,
__UCLIBC_HAS_STDIO_FUTEXES__ => __UCLIBC_HAS_TLS__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_microblaze__,0,0,0,0,0,
__LINKRELAX__ => __CONFIG_AVR32_AP7__,0,0,0,0,0,
__CONFIG_586__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __WARNINGS__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_TMS320C64X__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_LONG_DOUBLE_MATH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __DOMULTI__,0,0,0,0,0,
__CONFIG_K6__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__CONFIG_CYRIXIII__ => __TARGET_i386__,0,0,0,0,0,
__TARGET_hppa__ => __HAS_NO_THREADS__,0,0,0,0,0,
__UCLIBC_SUSV3_LEGACY__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_HAS_REGEX__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_BSD_RES_CLOSE__,0,0,0,0,0,
__UCLIBC_HAS_STRING_ARCH_OPT__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_K7__ => __TARGET_i386__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_GNU_GETSUBOPT__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_XLOCALE__,0,0,0,0,0,
__CONFIG_MIPS_ISA_3__ => __TARGET_mips__,0,0,0,0,0,
__TARGET_powerpc__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_FOPEN_LARGEFILE_MODE__,0,0,0,0,0,
__TARGET_e1__ => __ARCH_HAS_NO_SHARED__,0,0,0,0,0,
__UCLIBC_HAS_SCANF_LENIENT_DIGIT_GROUPING__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_SHADOW__,0,0,0,0,0,
__UCLIBC_DOWNLOAD_PREGENERATED_LOCALE_DATA__ => __UCLIBC_HAS_WCHAR__,0,0,0,0,0,
__UCLIBC_HAS_STDIO_BUILTIN_BUFFER_NONE__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_CRISV32__ => __ARCH_HAS_MMU__,0,0,0,0,0,
__ARCH_WANTS_LITTLE_ENDIAN__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__ARCH_HAS_BWD_MEMCPY__ => __TARGET_sh__,0,0,0,0,0,
__MALLOC_STANDARD__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_ELAN__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_x86_64__ => __ARCH_LITTLE_ENDIAN__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_NEHEMIAH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_SHARED_FLAT_ID__,0,0,0,0,0,
__UCLIBC_HAS_SYSLOG__ => __UCLIBC_HAS_NETWORK_SUPPORT__,0,0,0,0,0,
__UCLIBC_HAS___PROGNAME__ => __UCLIBC_HAS_PROGRAM_INVOCATION_NAME__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_USE_NETLINK__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_CTYPE_TABLES__,0,0,0,0,0,
__DO_XSI_MATH__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__TARGET_alpha__ => __ARCH_HAS_NO_LDSO__,0,0,0,0,0,
__TARGET_avr32__ => __FORCE_SHAREABLE_TEXT_SEGMENTS__,0,0,0,0,0,
__UCLIBC_HAS_SIGNUM_MESSAGES__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_STDIO_BUFSIZ_2048__,0,0,0,0,0,
__UCLIBC_HAS_SHA256_CRYPT_IMPL__ => __UCLIBC_HAS_CRYPT__,0,0,0,1,0,
__UCLIBC_HAS_GNU_GLOB__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_SH3__,0,0,0,0,0,
__TARGET_sh64__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__CONFIG_CRUSOE__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__CONFIG_CLASSIC__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __PTHREADS_DEBUG_SUPPORT__,0,0,0,0,0,
__TARGET_m68k__ => __ARCH_BIG_ENDIAN__,0,0,0,0,0,
__UCLIBC_SUPPORT_AI_ADDRCONFIG__ => __UCLIBC_HAS_SOCKET__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_H8S__,0,0,0,0,0,
__CONFIG_GENERIC_386__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__USE_BX__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_HAS_LIBRESOLV_STUB__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__ARCH_WANTS_BIG_ENDIAN__ => __ARCH_BIG_ENDIAN__,0,0,0,0,0,
__ARCH_WANTS_LITTLE_ENDIAN__ => __ARCH_ANY_ENDIAN__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_CTYPE_UNSAFE__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UNIX98PTY_ONLY__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __ARCH_USE_MMU__,0,0,0,0,0,
__TARGET_microblaze__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__CONFIG_WINCHIP2__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __CONFIG_SH2A__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_HAS_PROFILING__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __TARGET_SUBARCH__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __UCLIBC_LINUX_MODULE_26__,0,0,0,0,0,
__UCLIBC_HAS_CTYPE_UNSAFE__ => __UCLIBC_HAS_CTYPE_TABLES__,0,0,0,1,0,
__TARGET_m68k__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_CTOR_DTOR__ => __HAVE_DOT_CONFIG__,0,0,0,0,0,
__UCLIBC_FORMAT_ELF__ => __LDSO_PRELINK_SUPPORT__,0,0,0,0,0,
__CONFIG_NEHEMIAH__ => __FORCE_OPTIONS_FOR_ARCH__,0,0,0,0,0,
__UCLIBC_HAS_HEXADECIMAL_FLOATS__ => __UCLIBC_HAS_CTYPE_TABLES__,1,0,0,0,0,
__UCLIBC_BUILD_SSP__ => __UCLIBC_HAS_SSP__,0,0,0,0,0,
